,漲跌幅,AI,CHATGPT,輝達,台積電,成交股數,成交筆數,大戶與散戶比例,TW_Close,TW_Volume,NASDAQ_Close,NASDAQ_Volume,DOW_Close,DOW_Volume,SP_Close,SP_Volume,外資自營商買賣超股數,投信買賣超股數,自營商買賣超股數,淨值(元)
14,0.006,27.857142857142858,34.714285714285715,6.0,24.714285714285715,57610,188,306.43617021276594,16309.759765625,2642000,13139.8701171875,4604720000.0,33141.37890625,359230000.0,4247.68017578125,3821820000.0,0,0,"17,675",27.04
15,-0.026699999999999998,28.285714285714285,34.57142857142857,6.0,24.571428571428573,89992,885,101.68587570621469,16358.8896484375,2667800,12821.2197265625,4599850000.0,33035.9296875,355690000.0,4186.77001953125,3869370000.0,0,0,"-25,535",26.44
16,0.005699999999999999,28.714285714285715,34.42857142857143,6.0,24.428571428571427,176819,394,448.7791878172589,16073.740234375,2572100,12595.6103515625,4894900000.0,32784.30078125,379880000.0,4137.22998046875,4277640000.0,0,0,"-35,877",26.28
17,-0.0045000000000000005,29.142857142857142,34.285714285714285,6.0,24.285714285714285,63827,1014,62.94575936883629,16134.6103515625,2142800,12643.009765625,4172100000.0,32417.58984375,376970000.0,4117.3701171875,4019500000.0,0,0,"3,991",26.21
18,-0.0106,30.0,34.42857142857143,6.0,24.428571428571427,154447,378,408.5899470899471,16149.6796875,2250800,12789.48046875,4149320000.0,32928.9609375,298640000.0,4166.81982421875,3911140000.0,0,0,"51,967",26.14
19,0.0127,30.0,34.857142857142854,6.0,24.857142857142858,63006,1027,61.34956183057449,16001.26953125,2703600,12851.240234375,4315630000.0,33052.87109375,306950000.0,4193.7998046875,4249470000.0,0,0,"-23,095",26.36
20,0.0121,30.0,35.285714285714285,6.0,25.285714285714285,152565,776,196.60438144329896,16038.5595703125,2183800,13061.4697265625,4545120000.0,33274.578125,307570000.0,4237.85986328125,4224900000.0,0,0,"-121,480",26.58
21,0.0184,30.0,35.714285714285715,6.0,25.714285714285715,284297,88,3230.6477272727275,16396.94921875,2464200,13294.1904296875,4962950000.0,33839.078125,304350000.0,4317.77978515625,4669780000.0,0,0,"-101,004",27.15
22,0.021,30.0,36.142857142857146,6.0,26.142857142857142,356909,247,1444.9757085020242,16507.650390625,2809400,13478.2802734375,4918750000.0,34061.3203125,311000000.0,4358.33984375,4570960000.0,0,0,"-319,052",27.76
23,-0.0007000000000000001,30.285714285714285,36.285714285714285,5.857142857142857,27.142857142857142,38430,984,39.05487804878049,16649.359375,2709700,13518.7802734375,4345850000.0,34095.859375,265570000.0,4365.97998046875,3656340000.0,0,0,"12,959",27.71
24,0.0014000000000000002,30.571428571428573,35.57142857142857,5.714285714285714,27.285714285714285,174028,320,543.8375,16684.94921875,2180100,13639.8603515625,4354460000.0,34152.6015625,281790000.0,4378.3798828125,3791230000.0,0,0,"-97,673",27.89
25,-0.0004,30.857142857142858,34.857142857142854,5.571428571428571,27.428571428571427,33855,960,35.265625,16740.830078125,2664300,13650.41015625,4685550000.0,34112.26953125,280330000.0,4382.77978515625,3729510000.0,0,0,"1,463",27.83
26,-0.006500000000000001,31.142857142857142,34.142857142857146,5.428571428571429,27.571428571428573,18040,806,22.382133995037222,16745.650390625,2433800,13521.4501953125,5313970000.0,33891.94140625,325400000.0,4347.35009765625,3900780000.0,0,0,"12,694",27.57
27,0.0116,31.428571428571427,33.42857142857143,5.285714285714286,27.714285714285715,47156,479,98.44676409185804,16682.669921875,2157500,13798.1103515625,4722140000.0,34283.1015625,302460000.0,4415.240234375,3665080000.0,0,0,"32,939",27.88
28,-0.0004,32.142857142857146,32.0,5.571428571428571,27.428571428571427,499818,802,623.214463840399,16839.2890625,2512400,13767.740234375,4349590000.0,34337.87109375,245090000.0,4411.5498046875,3326240000.0,0,0,"-238,663",27.83
29,0.031200000000000002,32.285714285714285,32.0,6.142857142857142,26.857142857142858,38143,989,38.56723963599595,16915.7109375,2619800,14094.3798828125,5332490000.0,34827.69921875,328050000.0,4495.7001953125,4700350000.0,0,0,"11,241",28.8
30,-0.0021,32.42857142857143,32.0,6.714285714285714,26.285714285714285,365740,963,379.79231568016615,17128.779296875,3950300,14103.83984375,5063830000.0,34991.2109375,347790000.0,4502.8798828125,4347170000.0,0,0,"267,440",29.01
31,-0.005600000000000001,32.57142857142857,32.0,7.285714285714286,25.714285714285715,130744,197,663.6751269035533,17171.1796875,3308400,14113.669921875,4545180000.0,34945.46875,435540000.0,4508.240234375,3964520000.0,0,0,"-50,297",28.58
32,0.0011,32.714285714285715,32.0,7.857142857142857,25.142857142857142,66777,288,231.86458333333334,17208.94921875,3186300,14125.48046875,4408640000.0,34947.28125,334820000.0,4514.02001953125,3777240000.0,0,0,"9,270",28.68
33,0.0077,33.142857142857146,31.571428571428573,8.428571428571429,23.857142857142858,43737,402,108.79850746268657,17210.470703125,3044800,14284.5302734375,4561810000.0,35151.0390625,331050000.0,4547.3798828125,3644790000.0,0,0,"-16,141",28.85
34,-0.008,33.285714285714285,31.142857142857142,7.857142857142858,23.714285714285715,51235,796,64.36557788944724,17416.69921875,3727100,14199.98046875,4128600000.0,35088.2890625,271120000.0,4538.18994140625,3511080000.0,0,0,"21,699",28.55
35,0.005600000000000001,33.42857142857143,30.714285714285715,7.285714285714286,23.571428571428573,183623,413,444.6077481840194,17310.259765625,3167500,14265.8603515625,3855240000.0,35273.03125,237290000.0,4556.6201171875,3042810000.0,0,0,"-55,680",28.69
36,-0.0003,33.57142857142857,30.285714285714285,6.714285714285714,23.428571428571427,203649,558,364.9623655913978,17294.55078125,3179200,14265.8603515625,3855240000.0,35273.03125,237290000.0,4556.6201171875,3042810000.0,0,0,"-69,533",28.815
37,0.0034999999999999996,33.714285714285715,29.857142857142858,6.142857142857143,23.285714285714285,75263,226,333.0221238938053,17287.419921875,3037300,14250.849609375,2541840000.0,35390.1484375,117040000.0,4559.33984375,1639500000.0,0,0,"-47,969",28.94
38,-0.0042,34.714285714285715,29.428571428571427,5.142857142857143,22.857142857142858,35222,903,39.00553709856035,17137.419921875,3164500,14241.01953125,4205880000.0,35333.46875,258340000.0,4550.43017578125,3403990000.0,0,0,"-13,158",28.79
39,0.0003,35.42857142857143,29.857142857142858,5.285714285714286,22.714285714285715,74122,259,286.18532818532816,17341.25,3435400,14281.759765625,4474400000.0,35416.98046875,256210000.0,4554.89013671875,3586240000.0,0,0,"39,213",28.73
40,0.011200000000000002,36.142857142857146,30.285714285714285,5.428571428571429,22.571428571428573,65743,681,96.5389133627019,17370.560546875,3414100,14258.490234375,4890220000.0,35430.421875,299330000.0,4550.580078125,4418760000.0,0,0,"50,364",28.96
41,0.001,36.857142857142854,30.714285714285715,5.571428571428571,22.428571428571427,65249,855,76.31461988304093,17433.849609375,4478400,14226.2197265625,5678070000.0,35950.890625,435540000.0,4567.7998046875,5399300000.0,0,0,"24,102",28.98
42,0.011699999999999999,37.57142857142857,31.142857142857142,5.714285714285714,22.285714285714285,260101,636,408.9638364779874,17438.349609375,3399000,14305.0302734375,5607000000.0,36245.5,321840000.0,4594.6298828125,4397120000.0,0,0,"-10,483",29.59
43,-0.0027,38.57142857142857,32.714285714285715,6.0,22.428571428571427,110741,283,391.31095406360424,17421.48046875,3929200,14185.490234375,6270020000.0,36204.44140625,329450000.0,4569.77978515625,4369910000.0,0,0,"19,413",29.48
44,0.0051,38.142857142857146,33.42857142857143,6.0,22.857142857142858,118695,778,152.56426735218508,17328.009765625,3623500,14229.91015625,6179120000.0,36124.55859375,309250000.0,4567.18017578125,3909950000.0,0,0,"-40,882",29.33
45,-0.0037,37.714285714285715,34.142857142857146,6.0,23.285714285714285,114983,61,1884.967213114754,17360.720703125,3307100,14146.7099609375,5167030000.0,36054.4296875,283240000.0,4549.33984375,4245680000.0,0,0,"-80,975",29.39
46,-0.0017000000000000001,37.285714285714285,34.857142857142854,6.0,23.714285714285715,27661,1015,27.252216748768472,17278.740234375,3368200,14339.990234375,5694310000.0,36117.37890625,287280000.0,4585.58984375,3818880000.0,0,0,"11,483",29.43
47,0.0126,36.857142857142854,35.57142857142857,6.0,24.142857142857142,116982,74,1580.837837837838,17383.990234375,3155300,14403.9697265625,5430840000.0,36247.87109375,295180000.0,4604.3701171875,3707010000.0,0,0,"49,690",29.6
48,0.0078000000000000005,36.285714285714285,37.285714285714285,5.714285714285714,24.571428571428573,186098,906,205.40618101545255,17418.33984375,3003300,14432.490234375,5607820000.0,36404.9296875,342490000.0,4622.43994140625,3823210000.0,0,0,"16,481",29.9
49,0.004,36.57142857142857,37.57142857142857,5.428571428571429,24.142857142857142,163317,362,451.15193370165747,17450.630859375,3356500,14533.400390625,4950100000.0,36577.94140625,292770000.0,4643.7001953125,3808380000.0,0,0,"73,799",29.93
50,0.015700000000000002,36.857142857142854,37.857142857142854,5.142857142857143,23.714285714285715,105108,643,163.46500777604976,17468.9296875,3410000,14733.9599609375,6732040000.0,37090.23828125,354790000.0,4707.08984375,5063650000.0,0,0,"45,599",30.43
51,0.0105,37.142857142857146,38.142857142857146,4.857142857142858,23.285714285714285,282582,995,284.0020100502513,17653.109375,4072600,14761.5595703125,8033170000.0,37248.3515625,455820000.0,4719.5498046875,6314040000.0,0,0,"-73,365",30.82
52,0.0062,37.42857142857143,38.42857142857143,4.571428571428571,22.857142857142858,263289,977,269.48720573183215,17673.869140625,5019300,14813.919921875,8377630000.0,37305.16015625,788160000.0,4719.18994140625,8218980000.0,0,0,"-12,566",30.91
53,-0.0039000000000000003,38.142857142857146,39.0,4.0,21.857142857142858,54153,862,62.822505800464036,17652.029296875,3975400,14904.8095703125,5866080000.0,37306.01953125,292120000.0,4740.56005859375,4060340000.0,0,0,"18,359",30.91
54,0.013600000000000001,38.285714285714285,39.0,4.0,21.714285714285715,138242,290,476.6965517241379,17576.55078125,3914800,15003.2197265625,5757180000.0,37557.921875,272740000.0,4768.3701171875,4026970000.0,0,0,"32,869",31.39
55,-0.0128,38.42857142857143,39.0,4.0,21.571428571428573,249373,812,307.10960591133005,17635.19921875,4182900,14777.9404296875,6294700000.0,37082.0,303450000.0,4698.35009765625,4201320000.0,0,0,"43,983",30.82
56,-0.0029,38.57142857142857,39.0,4.0,21.428571428571427,131549,663,198.41478129713423,17543.740234375,4021800,14963.8701171875,5465640000.0,37404.3515625,253120000.0,4746.75,3431180000.0,0,0,"32,902",31.06
57,0.0058,38.714285714285715,39.0,4.0,21.285714285714285,249407,631,395.256735340729,17596.630859375,3700300,14992.9697265625,4796600000.0,37385.96875,252970000.0,4754.6298828125,3046770000.0,0,0,"98,370",31.08
58,-0.0023,38.57142857142857,38.57142857142857,3.857142857142857,21.142857142857142,69902,627,111.48644338118022,17604.83984375,3027400,15074.5703125,6120600000.0,37545.328125,212420000.0,4774.75,2513910000.0,0,0,117,31.195
59,0.0019,38.142857142857146,38.142857142857146,3.7142857142857144,21.285714285714285,188060,941,199.85122210414454,17751.73046875,2900000,15074.5703125,6120600000.0,37545.328125,212420000.0,4774.75,2513910000.0,0,0,"115,701",31.23
60,0.0,37.714285714285715,37.714285714285715,3.5714285714285716,21.428571428571427,418101,443,943.7945823927765,17891.5,3378000,15099.1796875,7480170000.0,37656.51953125,245530000.0,4781.580078125,2748450000.0,0,0,"-74,290",31.16
61,-0.0019,37.285714285714285,37.285714285714285,3.428571428571429,21.571428571428573,309021,416,742.8389423076923,17910.369140625,3289700,15095.1396484375,5090570000.0,37710.1015625,199550000.0,4783.35009765625,2698860000.0,0,0,"-95,342",30.97
